STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT04
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/11/2005,,,0,0,0,45,34,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/12/2005,,,0,0,0,52,32,39,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/13/2005,,,0,0,0,51,34,37,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/14/2005,,,0.4,0,0,52,32,41,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/15/2005,,,0,0,0,53,28,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/16/2005,,,0,0,0,37,34,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/17/2005,,,1.75,0,0,44,32,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/18/2005,,,0,0,0,40,34,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/19/2005,,,0,0,0,50,32,41,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/20/2005,,,0,0,0,68,45,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/21/2005,,,0,0,0,62,43,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/22/2005,,,0,0,0,58,41,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/23/2005,,,0,0,0,66,50,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/24/2005,,,0,0,0,68,48,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/25/2005,,,0,0,0,75,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/26/2005,,,0,0,0,70,50,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/27/2005,,,0,0,0,65,55,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/28/2005,,,0,0,0,68,57,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/29/2005,,,0,0,0,74,46,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/30/2005,,,0,0,0,77,48,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",3/31/2005,,,0,0,0,70,51,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/1/2005,,,0.11,0,0,64,53,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/2/2005,,,,0,0,58,55,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/3/2005,,,0,0,0,65,37,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/4/2005,,,0,0,0,73,44,52,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/5/2005,,,0,0,0,75,47,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/6/2005,,,0,0,0,83,55,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/7/2005,,,0,0,0,74,58,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/8/2005,,,0.35,0,0,71,60,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/9/2005,,,0,0,0,63,47,52,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/10/2005,,,1.01,0,0,70,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/11/2005,,,0,0,0,72,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/12/2005,,,0,0,0,62,49,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/13/2005,,,0.75,0,0,50,44,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/14/2005,,,0.27,0,0,59,38,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/15/2005,,,0,0,0,60,40,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/16/2005,,,0,0,0,64,30,48,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/17/2005,,,0,0,0,70,40,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/18/2005,,,0,0,0,80,50,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/19/2005,,,0,0,0,82,50,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/20/2005,,,0,0,0,83,58,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/21/2005,,,0,0,0,80,56,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/22/2005,,,0,0,0,74,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/23/2005,,,0,0,0,68,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/24/2005,,,0.06,,0,56,40,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/25/2005,,,0,0,0,63,39,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/26/2005,,,0,0,0,67,45,54,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/27/2005,,,0.03,0,0,72,53,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/28/2005,,,0,0,0,78,50,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/29/2005,,,0,0,0,75,52,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/30/2005,,,,0,0,80,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/1/2005,,,0.51,0,0,72,52,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/2/2005,,,0,0,0,75,47,58,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/3/2005,,,0,0,0,70,50,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/4/2005,,,0,0,0,72,45,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/5/2005,,,0,0,0,66,49,54,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/6/2005,,,,0,0,63,51,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/7/2005,,1.21,,0,0,71,55,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/8/2005,,,0,0,0,78,50,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/9/2005,,,0,0,0,82,53,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/10/2005,,,0,0,0,81,55,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/11/2005,,,0,0,0,80,60,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/12/2005,,,0,0,0,80,60,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/13/2005,,,0.83,0,0,68,58,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/14/2005,,,0,0,0,84,59,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/15/2005,,,0,0,0,85,64,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/16/2005,,,0.28,0,0,76,57,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/17/2005,,,0,0,0,78,52,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/18/2005,,,0,0,0,80,56,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/19/2005,,,0.13,0,0,81,61,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/20/2005,,,0.43,0,0,75,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/21/2005,,,0.34,0,0,70,54,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/22/2005,,,0,0,0,78,50,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/23/2005,,,0,0,0,80,57,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/24/2005,,,0,0,0,72,58,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/25/2005,,,0,0,0,74,54,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/26/2005,,,0,0,0,83,59,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/27/2005,,,0,0,0,87,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/28/2005,,,0,0,0,82,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/29/2005,,,0,0,0,85,58,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/30/2005,,,0,0,0,87,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/31/2005,,,0,0,0,82,64,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/1/2005,,,0,0,0,82,58,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/2/2005,,,0.75,0,0,75,59,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/3/2005,,,0.25,0,0,70,60,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/4/2005,,,0,0,0,78,58,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/5/2005,,,0,0,0,87,60,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/6/2005,,,0,0,0,90,67,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/7/2005,,,0,0,0,88,68,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/8/2005,,,1.54,0,0,86,70,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/9/2005,,,0,0,0,84,69,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/10/2005,,,0,0,0,86,68,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/11/2005,,,0,0,0,85,71,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/12/2005,,,0,0,0,84,69,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/13/2005,,,0,0,0,88,71,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/14/2005,,,0,0,0,96,70,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/15/2005,,,0,0,0,97,73,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/16/2005,,,0,0,0,85,68,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/17/2005,,,0,0,0,80,62,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/18/2005,,,0,0,0,79,60,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/19/2005,,,0,0,0,80,61,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/20/2005,,,0,0,0,81,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/21/2005,,,0,0,0,87,63,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/22/2005,,,0,0,0,90,66,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/23/2005,,,0,0,0,90,68,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/24/2005,,,0,0,0,91,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/25/2005,,,0,0,0,88,65,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/26/2005,,,0,0,0,89,68,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/27/2005,,,0,0,0,87,66,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/28/2005,,,0,0,0,86,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/29/2005,,,0.3,0,0,84,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/30/2005,,,0,0,0,89,73,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/1/2005,,,0,0,0,94,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/2/2005,,,0,0,0,88,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/3/2005,,,0,0,0,86,65,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/4/2005,,,0.03,0,0,88,66,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/5/2005,,,0.18,0,0,93,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/6/2005,,,0,0,0,95,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/7/2005,,,0,0,0,93,70,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/8/2005,,,1.08,0,0,88,70,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/9/2005,,,0,0,0,90,68,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/10/2005,,,0,0,0,93,69,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/11/2005,,,0,0,0,92,74,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/12/2005,,,0,0,0,92,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/13/2005,,,0,0,0,90,71,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/14/2005,,,0,0,0,90,71,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/15/2005,,,0,0,0,88,71,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/16/2005,,,0,0,0,90,76,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/17/2005,,,0,0,0,94,76,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/18/2005,,,0.48,0,0,95,75,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/19/2005,,,0.46,0,0,95,76,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/20/2005,,,0,0,0,93,76,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/21/2005,,,0,0,0,94,75,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/22/2005,,,0,0,0,93,74,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/23/2005,,,1.05,0,0,92,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/24/2005,,,0,0,0,98,76,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/25/2005,,,0,0,0,100,77,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/26/2005,,,0,0,0,102,74,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/27/2005,,,0,0,0,103,77,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/28/2005,,,0.96,0,0,94,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/29/2005,,,0,0,0,88,72,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/30/2005,,,0.17,0,0,84,73,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/31/2005,,,0,0,0,80,71,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/1/2005,,,0.25,0,0,86,68,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/2/2005,,,0,0,0,90,68,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/3/2005,,,0,0,0,92,69,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/4/2005,,,0,0,0,93,71,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/5/2005,,,0.1,0,0,94,70,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/6/2005,,,0,0,0,92,71,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/7/2005,,,0,0,0,90,70,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/8/2005,,,0,0,0,91,70,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/9/2005,,,1.5,0,0,90,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/10/2005,,,0.1,0,0,85,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/11/2005,,,0,0,0,91,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/12/2005,,,0,0,0,96,72,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/13/2005,,,0,0,0,95,73,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/14/2005,,,0,0,0,96,74,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/15/2005,,,0,0,0,97,75,83,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/16/2005,,,0,0,0,92,73,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/17/2005,,,0.25,0,0,88,74,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/18/2005,,,0,0,0,86,71,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/19/2005,,,0,0,0,90,73,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/20/2005,,,0,0,0,95,70,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/21/2005,,,0,0,0,94,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/22/2005,,,0,0,0,93,70,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/23/2005,,,0.15,0,0,84,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/24/2005,,,0,0,0,82,69,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/25/2005,,,0,0,0,83,66,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/26/2005,,,0,0,0,87,67,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/27/2005,,,0,0,0,86,64,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/28/2005,,,0,0,0,86,70,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/29/2005,,,0,0,0,84,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/30/2005,,,0,0,0,86,71,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/31/2005,,,0,0,0,92,73,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/1/2005,,,0,0,0,90,70,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/2/2005,,,0,0,0,88,65,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/3/2005,,,0,0,0,86,62,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/4/2005,,,0,0,0,91,68,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/5/2005,,,0,0,0,85,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/6/2005,,,0,0,0,83,61,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/7/2005,,,0,0,0,84,60,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/8/2005,,,0,0,0,84,62,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/9/2005,,,0,0,0,86,62,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/10/2005,,,0,0,0,88,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/11/2005,,,0,0,0,85,60,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/12/2005,,,0,0,0,87,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/13/2005,,,0,0,0,88,62,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/14/2005,,,0,0,0,85,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/15/2005,,,0.14,0,0,92,69,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/16/2005,,,0,0,0,90,65,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/17/2005,,,0,0,0,95,70,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/18/2005,,,0,0,0,92,70,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/19/2005,,,0,0,0,93,69,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/20/2005,,,0,0,0,91,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/21/2005,,,1.6,0,0,87,66,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/22/2005,,,0,0,0,87,64,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/23/2005,,,0,0,0,90,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/24/2005,,,0,0,0,83,67,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/25/2005,,,0,0,0,84,66,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/26/2005,,,0,0,0,82,64,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/27/2005,,,0,0,0,86,62,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/28/2005,,,0,0,0,83,64,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/29/2005,,,0,0,0,81,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/30/2005,,,0,0,0,83,60,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/1/2005,,,0,0,0,80,50,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/2/2005,,,0,0,0,80,53,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/3/2005,,,0,0,0,82,59,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/4/2005,,,0.08,0,0,83,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/5/2005,,,0,0,0,79,61,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/6/2005,,,0,0,0,76,60,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/7/2005,,,0,0,0,68,52,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/8/2005,,,0.66,0,0,70,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/9/2005,,,,0,0,72,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/10/2005,,2.1,,0,0,73,53,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/11/2005,,,0,0,0,71,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/12/2005,,,0,0,0,78,58,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/13/2005,,,0,0,0,76,56,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/14/2005,,,0,0,0,75,53,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/15/2005,,,0,0,0,80,56,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/16/2005,,,0,0,0,73,54,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/17/2005,,,0,0,0,70,48,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/18/2005,,,0,0,0,78,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/19/2005,,,0,0,0,82,50,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/20/2005,,,0,0,0,83,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/21/2005,,,0,0,0,77,54,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/22/2005,,,0,0,0,75,65,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/23/2005,,,0,0,0,68,50,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/24/2005,,,0,0,0,58,43,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/25/2005,,,0,0,0,56,40,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/26/2005,,,0,0,0,60,41,48,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/27/2005,,,0,0,0,60,36,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/28/2005,,,0,0,0,58,40,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/29/2005,,,0,0,0,59,34,41,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/30/2005,,,0,0,0,65,35,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/31/2005,,,0,0,0,73,42,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/1/2005,,,0,0,0,70,44,53,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/2/2005,,,0,0,0,71,48,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/3/2005,,,0,0,0,72,40,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/4/2005,,,0,0,0,76,43,53,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/5/2005,,,0,0,0,78,48,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/6/2005,,,0,0,0,78,52,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/7/2005,,,0,0,0,75,54,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/8/2005,,,0,0,0,76,48,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/9/2005,,,0,0,0,80,50,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/10/2005,,,0,0,0,72,55,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/11/2005,,,0,0,0,60,39,48,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/12/2005,,,0,0,0,65,45,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/13/2005,,,0,0,0,70,50,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/14/2005,,,0,0,0,73,52,58,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/15/2005,,,0,0,0,70,57,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/16/2005,,,0,0,0,72,59,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/17/2005,,,0.58,,,56,33,41,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/18/2005,,,0,0,,54,30,39,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/19/2005,,,0,0,,60,27,38,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/20/2005,,,0,0,,61,30,44,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/21/2005,,,0.62,0,,55,37,42,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/22/2005,,,1.76,0,0,50,34,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/23/2005,,,0,0,0,45,30,38,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/24/2005,,,0,0,0,53,34,44,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/25/2005,,,0,0,0,50,30,38,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/26/2005,,,0,0,0,48,20,30,,,
